0.000000,61
0.000000,61
0.000000,61
0.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
1.000000,61
2.000000,60
3.000000,60
4.000000,60
5.000000,61
6.000000,60
7.000000,60
8.000000,60
9.000000,60
10.000000,59
11.000000,59
12.000000,59
12.000000,59
13.000000,59
14.000000,59
15.000000,59
15.000000,59
16.000000,59
16.000000,59
17.000000,59
17.000000,58
18.000000,58
18.000000,57
19.000000,57
19.000000,56
20.000000,56
21.000000,55
21.000000,53
22.000000,52
22.000000,51
23.000000,50
23.000000,49
24.000000,48
24.000000,45
25.000000,44
25.000000,42
26.000000,41
27.000000,38
27.000000,36
28.000000,35
29.000000,33
29.000000,31
29.000000,30
30.000000,29
31.000000,28
32.000000,28
32.000000,27
33.000000,27
33.000000,27
34.000000,28
35.000000,28
35.000000,28
36.000000,29
37.000000,30
37.000000,30
37.000000,31
38.000000,32
39.000000,32
39.000000,34
39.000000,34
39.000000,35
40.000000,35
41.000000,35
41.000000,35
42.000000,35
43.000000,34
44.000000,32
44.000000,31
45.000000,29
45.000000,28
46.000000,25
47.000000,23
47.000000,21
48.000000,18
49.000000,15
49.000000,13
50.000000,11
51.000000,9
52.000000,8
53.000000,7
53.000000,6
54.000000,6
55.000000,6
55.000000,6
56.000000,7
57.000000,7
57.000000,7
58.000000,7
58.000000,8
59.000000,8
59.000000,8
59.000000,9
60.000000,9
61.000000,10
61.000000,10
61.000000,13
62.000000,14
63.000000,15
63.000000,17
64.000000,20
65.000000,23
66.000000,25
67.000000,27
67.000000,28
68.000000,30
68.000000,31
69.000000,32
69.000000,33
70.000000,34
71.000000,34
71.000000,34
72.000000,34
73.000000,34
73.000000,33
74.000000,32
75.000000,31
76.000000,29
77.000000,26
77.000000,24
78.000000,21
78.000000,20
79.000000,18
80.000000,15
80.000000,14
81.000000,13
82.000000,12
82.000000,11
82.000000,10
83.000000,8
83.000000,7
84.000000,7
85.000000,6
85.000000,6
86.000000,6
87.000000,7
87.000000,7
88.000000,7
89.000000,7
89.000000,8
90.000000,9
91.000000,10
91.000000,11
92.000000,13
92.000000,14
93.000000,15
94.000000,17
94.000000,19
95.000000,21
96.000000,23
97.000000,26
97.000000,28
98.000000,31
99.000000,33
99.000000,35
100.000000,37
101.000000,40
101.000000,42
102.000000,45
102.000000,47
103.000000,49
104.000000,50
104.000000,52
105.000000,54
105.000000,55
106.000000,56
107.000000,57
107.000000,57
108.000000,57
109.000000,57
109.000000,57
110.000000,57
110.000000,56
111.000000,56
112.000000,55
112.000000,56
113.000000,54
113.000000,53
114.000000,52
115.000000,51
115.000000,49
116.000000,48
116.000000,46
117.000000,44
118.000000,42
118.000000,41
119.000000,38
120.000000,36
121.000000,35
121.000000,33
122.000000,31
123.000000,29
123.000000,29
124.000000,28
124.000000,27
125.000000,27
126.000000,26
126.000000,26
127.000000,26
128.000000,28
128.000000,28
129.000000,28
129.000000,29
130.000000,31
131.000000,32
131.000000,33
132.000000,34
132.000000,35
133.000000,35
134.000000,36
134.000000,36
135.000000,36
136.000000,35
136.000000,35
137.000000,34
137.000000,33
138.000000,32
139.000000,32
139.000000,30
140.000000,29
141.000000,28
141.000000,28
142.000000,27
142.000000,27
143.000000,27
144.000000,27
145.000000,28
145.000000,29
146.000000,30
146.000000,32
147.000000,33
148.000000,36
149.000000,38
149.000000,41
150.000000,43
151.000000,45
151.000000,48
152.000000,50
152.000000,52
153.000000,53
153.000000,54
154.000000,56
155.000000,57
155.000000,57
156.000000,58
156.000000,58
157.000000,59
157.000000,59
158.000000,59
158.000000,59
159.000000,59
160.000000,59
160.000000,59
161.000000,59
162.000000,59
162.000000,59
163.000000,59
164.000000,59
164.000000,59
165.000000,59
166.000000,59
167.000000,59
167.000000,59
168.000000,59
169.000000,59
169.000000,59
170.000000,59
171.000000,59
171.000000,59
172.000000,60
173.000000,60
174.000000,60
