0.000000,61
0.000000,61
0.000000,61
0.000000,61
0.000000,61
0.000000,60
0.000000,61
0.000000,61
0.000000,61
0.000000,60
0.000000,60
1.000000,60
3.000000,60
6.000000,60
9.000000,60
11.000000,59
12.000000,59
14.000000,58
15.000000,57
16.000000,55
18.000000,52
19.000000,49
20.000000,44
22.000000,39
23.000000,34
24.000000,31
25.000000,28
26.000000,27
27.000000,27
29.000000,27
30.000000,28
31.000000,29
32.000000,30
33.000000,32
33.000000,34
35.000000,35
37.000000,35
39.000000,34
40.000000,32
41.000000,28
43.000000,27
45.000000,26
46.000000,27
47.000000,28
48.000000,30
49.000000,32
50.000000,33
52.000000,35
53.000000,35
55.000000,34
56.000000,32
57.000000,29
58.000000,25
60.000000,21
61.000000,16
62.000000,13
63.000000,10
65.000000,7
66.000000,7
68.000000,7
69.000000,7
71.000000,8
71.000000,10
73.000000,11
74.000000,14
76.000000,17
77.000000,21
79.000000,25
80.000000,28
81.000000,31
82.000000,34
83.000000,35
85.000000,35
86.000000,35
87.000000,33
89.000000,29
90.000000,25
91.000000,21
93.000000,16
94.000000,13
95.000000,9
97.000000,8
98.000000,7
100.000000,7
101.000000,7
103.000000,7
104.000000,9
105.000000,10
106.000000,11
107.000000,14
109.000000,15
109.000000,20
111.000000,23
112.000000,27
113.000000,31
115.000000,35
116.000000,40
117.000000,44
118.000000,48
120.000000,52
121.000000,54
122.000000,56
124.000000,57
125.000000,56
127.000000,56
128.000000,56
129.000000,54
130.000000,52
131.000000,49
133.000000,46
134.000000,42
135.000000,39
137.000000,35
138.000000,32
139.000000,29
141.000000,28
142.000000,27
143.000000,28
145.000000,29
146.000000,33
148.000000,36
149.000000,41
151.000000,47
152.000000,51
154.000000,54
155.000000,57
157.000000,57
158.000000,58
159.000000,58
161.000000,58
162.000000,58
163.000000,58
164.000000,58
165.000000,58
166.000000,58
167.000000,58
169.000000,58
170.000000,58
171.000000,58
173.000000,58
174.000000,58
